百朋,https://www.bypal.com.cn/app/V2.2/support/api/bypal_privacy_agreement.php,,,,,
北京财富,https://www.bwmc.com.cn/yszc.html,,,,,
微动利基金,https://www.buyforyou.com.cn/a/yinsibaohuxieyi/,,,,,
博尔量化分析系统,https://www.bullcome.com/privacys.html,,,,,
BOSS管账,https://www.boss361.cn/privacy.html,,,,,
上海银行,https://www.bosc.cn/zh/gryw/grdzyh/dzxy/202102/t20210204_44028.shtml,,,,,
今日记账,https://www.book.lessimore.cn/,,,,,
渤海证券综合APP,https://www.bhzq.com/app/privacy/,,,,,
包银消费金融,https://www.baoyinxiaofei.com/xiaofei/bnhxiaofei/privacyPolicy.html,,,,,
抚顺银行,https://www.bankoffs.com.cn/article/detail/138,,,,,
百家云股,https://www.baijiayungu.cn/bjcf/PrivacyAgreement,,,,,
Autochartist,https://www.autochartist.com/privacy-policy-cn/,,,,,
阿尔法证券,https://www.alphahk.com/agreeddetails.php?lm=73&id=150,,,,,
爱荐宝,https://www.ajzq.com/common/ysxy.html,,,,,
快益刷,https://www.99bill.com/seashell/html/agreement/intimacyagreement.html,,,,,
快钱刷,https://www.99bill.com/seashell/html/agreement/intimacyagreement.html,,,,,
快钱钱包,https://www.99bill.com/seashell/html/agreement/intimacyagreement.html,,,,,
快钱商户通,https://www.99bill.com/seashell/html/agreement/intimacyagreement.html,,,,,
指旺财富,https://www.91zhiwang.com/public/privacy_rule,,,,,
投资帮,https://www.51tzb.com/webpage/page-10.html,,,,,
移动手机贷,https://wt.xycredit.com.cn/html/rainbow_wallet/privateJry.html,,,,,
企业记账管家,https://wolf.cash360.cn/api/policy.html,,,,,
万得股票,https://wmstock.wind.com.cn/strategy/view/info/stockinfo/privacy.html,,,,,
渣打财富管理,https://wmapp.sc.com/statics/web/files/pdf/cn-wealth-management-app-privacy-policy.pdf,,,,,
五矿经易-黄金白银期货开户交易,https://wkappweb.wkjyqh.com/policy/privacyPolicy.html,,,,,
大唐财富,https://weixin-test-interface.tdyhfund.com/dthtml/HTML5/DTCF/html/public_product/privacy_agreement.html?protocalFlag=6&protocalId=91,,,,,
哈尔滨银行,https://weixin.hrbb.com.cn/wap/Privacypolicy,,,,,
国金佣金宝,https://webapps.yongjinbao.com.cn/yjbwebactive/active/web/active/build/knowledge/knowledge/build/yjbAgreement.html,,,,,
复星钱包,https://webappapi.sumpay-kj.com:18180/#/legal-agreement,,,,,
即刻金融,https://web.u51.com/luban-project-ssr-2739/index.html,,,,,
51人品贷,https://web.u51.com/luban-project-ssr-2712/index.html,,,,,
51信用卡管家,https://web.u51.com/luban-project-ssr-1532/index.html,,,,,
中原直销银行,https://wbs.zyebank.com/pweixin/weixin/htmls/Agreement/index.html,,,,,
浦大喜奔,https://wap.spdbccc.com.cn/zh/wap/channel/app/yszc.html,,,,,
南方基金,https://wap.southernfund.com/mweb/agreement/privacy_policy.html,,,,,
开心保,https://wap.kaixinbao.com/html/declare.html,,,,,
九江银行,https://wap.jjccb.com/JJnetBank/page/about/main.html,,,,,
华福小福牛,https://wap.hfzq.com.cn/yszc.html,,,,,
乌鲁木齐银行,https://wap.e96518.com/mobileServer/uccbMB/yszc/baomishengming.html,,,,,
中信银行,https://wap.bank.ecitic.com/NMBFOServer/WebMB/MBLifeService/privacyPolicy.html,,,,,
米粉钱包,https://wanshishunli.com/app/policy/userPrivacy,,,,,
云闪付,https://wallet.95516.com/s/wl/WebAPP/helpAgree/page/agreement/regPrivacy.html?cntryCode=86,,,,,
闪借,https://waf.yl1sx.com/agreements/privacy.html?name=%E9%97%AA%E5%80%9F&corporate=%E5%B1%B1%E8%A5%BF%E6%81%92%E6%B6%88%E7%BD%91%E7%BB%9C%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,
微贷借条,https://waf.yl1sx.com/agreements/privacy.html?name=%E5%BE%AE%E8%B4%B7%E5%80%9F%E6%9D%A1&corporate=%E5%96%84%E6%8B%93%EF%BC%88%E5%8C%97%E4%BA%AC%EF%BC%89%E9%87%91%E8%9E%8D%E6%9C%8D%E5%8A%A1%E5%A4%96%E5%8C%85%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,
微借分期,https://waf.yl1sx.com/agreements/privacy.html?name=%E5%BE%AE%E5%80%9F%E5%88%86%E6%9C%9F&corporate=%E4%B9%89%E4%B9%8C%E6%80%9D%E9%87%8E%E5%B9%BF%E5%91%8A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,
应急借款花,https://waf.yl1sx.com/agreements/privacy.html?name=%E5%BA%94%E6%80%A5%E5%80%9F%E6%AC%BE%E8%8A%B1&corporate=%E5%B1%B1%E8%A5%BF%E6%81%92%E6%B6%88%E7%BD%91%E7%BB%9C%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,
小花分期借,https://waf.yl1sx.com/agreements/privacy.html?name=%E5%B0%8F%E8%8A%B1%E5%88%86%E6%9C%9F%E5%80%9F&corporate=%E9%9D%92%E5%B2%9B%E5%A6%82%E5%BE%B7%E7%BD%91%E7%BB%9C%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,
分期借钱,https://waf.yl1sx.com/agreements/privacy.html?name=%E5%B0%8F%E8%8A%B1%E5%88%86%E6%9C%9F%E5%80%9F&corporate=%E9%9D%92%E5%B2%9B%E5%A6%82%E5%BE%B7%E7%BD%91%E7%BB%9C%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,
信用分借钱,https://waf.yl1sx.com/agreements/privacy.html?name=%E4%BF%A1%E7%94%A8%E5%88%86%E5%80%9F%E9%92%B1&corporate=%E5%8C%97%E4%BA%AC%E4%B8%80%E9%94%AE%E5%BF%85%E4%B8%8B%E7%BD%91%E7%BB%9C%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,
榕易有钱,https://w.shurongdai.cn/wallet/src/p/contractRegister/index.html,,,,,
通联好老板,https://vsp.allinpay.com/statichtml/webpub/sybapp/privacyAgree/privacyAgree.html,,,,,
小芝分期-贷款软件,https://vip.zhimafenqi.com/h5/#/pages/agreement/privacy1,,,,,
小额闪电贷款,https://vip.ljzmfq.com/h5/#/pages/agreement/privacy1?channel=小额闪电贷款&company=杭州知量文化发展有限公司,,,,,
快借贷款-贷款借钱软件,https://vip.ljzmfq.com/h5/#/pages/agreement/privacy1?channel=快借贷款&company=杭州凌阳网络科技有限公司,,,,,
考拉好借贷款,https://vip.ljzmfq.com/h5/#/pages/agreement/privacy1?channel=考拉好借贷款&company=杭州芝麻好信网络科技有限公司,,,,,
3马上金融,https://vayh.msxf.com/protocol/privacy_protocol,,,,,
安逸花-贷款借钱分期平台,https://vayh.msxf.com/protocol/privacy_protocol,,,,,
光大金阳光,https://vas.ebscn.com:6443/out/jygapp_private_protocol.html,,,,,
阳光保险在线,https://user.ygibao.com/html/m/personalCenter/yszc.htm,,,,,
挖财宝,https://user.wacai.com/ikebana/contract/FDFF0D14DECEE537F077634522E4C3E6,,,,,
云闪付收银台,https://up.95516.com/open/openapi/doc?index_1=151&index_2=1&chapter_1=3722&chapter_2=3732,,,,,
新泰齐丰e惠,https://ueppre.dhcccloud.com.cn/share/protocol/privacy_policy_G00006.htm,,,,,
中银消费金融,https://ucif.boccfc.cn/ucif/privateProtocol.html,,,,,
中泰齐富通,https://ucenter.ztqft.com/UserCenter/index.html#/agreement,,,,,
榕数数字助理,https://uatfh.funzg.net/funzg/myPolicy,,,,,
卡牛信用管家,https://u.cardniu.com/h5/protocol/privacy.html,,,,,
长江e号,https://u.95579.com.cn/activity/app/privacy_policy.html,,,,,
零零网,https://u.00.com.cn/Privacynotic.html,,,,,
同花顺投资账本,https://tzzb.10jqka.com.cn/about/private.html,,,,,
国盛研究,https://tyapp.gszq.com/views/protocol/protocol?type=privacy-policy,,,,,
开源证券肥猫,https://tuiguang.kysec.cn/protocal/show.html,,,,,
昆山农商银行,https://tteest.96079.com.cn:8443/ksebank-agreement.html,,,,,
企业掌上银行,https://tteest.96079.com.cn:3443/resource/privacy/ks-privacyAgreement.html,,,,,
河行信用卡,https://trip.cupdata.com/CMBANK/6422/dist/#/concealAgreement,,,,,
汇通生活,https://trip.cupdata.com/CMBANK/0408/dist/#/privacyPolicy,,,,,
渤海信用卡,https://trip.cupdata.com/CMBANK/0317/index.html#/privacyPolicy,,,,,
渤银贷吧,https://trip.cupdata.com/cashLoan9980/contract/privacyPolicy,,,,,
银华生利宝,https://tradecdnali.yhfund.com.cn/agreement/privacyPolicy.html,,,,,
光大信托,https://tradeapp.ebtrust.com/ios/yszc.html,,,,,
展恒基金,https://trade.myfund.com/kfit/page/weixin/privacyPolicy.html,,,,,
国联安基金,https://trade.cpicfunds.com/pages/agreement/tradeServeceAgreement.html,,,,,
天美贷,https://tmd.ndmicro.com/protocol/privacy,,,,,
盛京银行,https://testmbank.shengjingbank.com.cn:8011/agreement/agreement.html,,,,,
好易联,https://test-gmssc-client.gnete.com/mnt/data/upload/download/privacy.html,,,,,
天财云,https://tcy-h5.techgp.cn/tcy-app-h5/static/privacy-policy.html,,,,,
粤财信托,https://tcmsapp.fintech.utrust.cn/protocols/tmes/registerContract.html,,,,,
目标记账,https://tar.adooe.com/static/xieyi.html,,,,,
市值罗盘,https://szlpadmin.igrowing.com.cn/#/privacy,,,,,
京东股票-基金理财黄金投资交易,https://storage.jd.com/protocols/format/b80fc0d59e3257d49b641e34560a961b.html?_h=1&_ac=0074ff,,,,,
东东企业家,https://storage.jd.com/protocols/format/47969d30c60553ada35594617cc4232b.html?_t=1593073133065&_ac=0000FF,,,,,
智赢诊股,https://stocksf.yxcps.cn/app/cpxldsmp/intro/privacy.html,,,,,
益学堂,https://stocksf.yxcps.cn/app/cpxldsmp/intro/privacy.html,,,,,
芝士财富,https://stock.zsxg.cn/zsUsermi.html,,,,,
悦借,https://stc.xurongwl.com/protocol/register/yinsi_yue_mm.html,,,,,
壹佰金,https://statics.yibaijin.com/native/secretProtect.html,,,,,
建信财险,https://statics.ccbpi.com.cn/jxcxapp/app/privacyAgreement.html,,,,,
众安保险,https://static.zhongan.com/website/mobile/dm-h5/privacy.html,,,,,
有鱼股票,https://static.youyu.hk/broker/Electronic_Platform_T&Cs__Privacy_Policy_&_PICS_08EP&PC_BL062018V5.pdf,,,,,
有鱼智投,https://static.youyu.hk/broker/Electronic_Platform_T&Cs__Privacy_Policy_&_PICS_08EP&PC_BL062018V5.pdf,,,,,
兴业证券优理宝,https://static.xyzq.cn/common/protocol/inetprivateprotocol/inet_private_protocol_2.html?tdsourcetag=s_pcqq_aiomsg,,,,,
头号理财,https://static.toutoujinrong.com/html/app/doc/privacy-policy.html,,,,,
华宝智投,https://static.touker.com/hbec/projects/acnt/html/agreement/agreement.html,,,,,
省呗-小额低息借贷,https://static.smyfinancial.com/static_app/agreement/privacy/privacy.html,,,,,
嘉实理财嘉,https://static.jsfund.cn/lcj/zipfile/share/962de762bd90422aba515ba1a955d2c1/index.html,,,,,
借点钱贷款,https://static.jiedianqian.com/protocol/jdq.html,,,,,
会选股,https://static.fintechrh.com/rjhy/xlzxg-app-h5/static/privacy-policy-android.html,,,,,
今日诊股,https://static.fintechrh.com/rjhy/jrzg-app-h5/static/privacy-policy.html,,,,,
安信手机证券,https://static.essence.com.cn/guide/privacy-policy.html,,,,,
易方达e钱包,https://static.efunds.com.cn/html/upd/efiles/privacyPolicy/index.html,,,,,
招商基金,https://static.cmfchina.com/zqbh5/faqPrivacyProtocol.html,,,,,
汇添富现金宝,https://static.99fund.com/mobile/agreement/privacy_policy_agreement.html,,,,,
我爱卡,https://static.51credit.com/agreement/privacy.html,,,,,
收款宝MAX,https://sskbmax.lakala.com/pd/skb/skbmax/policy/6b32facf65f449de96667e67d28db16e.html,,,,,
首创番茄财富,https://sptt.sczq.com.cn:9804/xieyi/ysxy.html,,,,,
股拍,https://spero-h5.secon.cn/static-pages/login/privacy-policy.html,,,,,
及贷,https://special.geedai.com/totoroX/upload/prod/5d37b206cbf29676ad5635fe.html,,,,,
鲸云保,https://sparta.baoxianxia.com.cn/app/secret.html,,,,,
众安小贷,https://spare.zaxd.ink/yinsishengming,,,,,
账本,https://soulwritter.gitbook.io/chatterboxxxx/privacy-agreement/privacy-agreement,,,,,
信步天下,https://sol.sinosure.com.cn/biz/app/policy/html/privacy_policy.html,,,,,
新韩银行SOL,https://sol.shinhanchina.com/gib/include/shinhan_privacy.html,,,,,
富元环球,https://sns.fuyuan5.com:9003/webstatic/page/user_agreement.html,,,,,
微笑基金,https://smilefund-node.noah-fund.com/smile_fund_ag/smile_fund_ag-index.html,,,,,
洛阳银行收银台,https://smcp.ddyzbank.com/smc-mmcht/page/21/2101/P2101.html,,,,,
世纪证券小薇,https://sjzcm.csco.com.cn:8888/html1/,,,,,
世纪招财猫,https://sjzcm.csco.com.cn:8888/html1/,,,,,
世纪汇点期权,https://sjzcm.csco.com.cn:8888/html1/,,,,,
金融苑,https://sjdre-jrysc.xycredit.com.cn/user-protocol?chanCode=006,,,,,
收钱吧,https://side-page.shouqianba.com/side-page/protocol/%E6%94%B6%E9%92%B1%E5%90%A7%E6%9C%8D%E5%8A%A1%E9%9A%90%E7%A7%81%E6%94%BF%E7%AD%96%E6%9D%A1%E6%AC%BE.html,,,,,
捷顺爱分期,https://shunyifenqi.com/app/policy/privacy?app_ename=jsafq,,,,,
够花,https://shop.haiercash.com/static/agreement/PrivacyAgreement-GH.html,,,,,
信用卡代还,https://shimo.im/docs/VKCGVcqY93k3xjr3/,,,,,
闪电记账,https://shimo.im/docs/P8XKrxTKYvYPxTj6/,,,,,
手机银行信用卡管家,https://shimo.im/docs/j3RTv9xvJpPx3xD3/ ,,,,,
银行信用卡办卡,https://shimo.im/docs/gqjjYjdPtXjDGRDQ/,,,,,
纤速信用卡办卡-3天下卡,https://shimo.im/docs/DRCWXK88GPKDCJjP/ ,,,,,
手机银行管家,https://shimo.im/docs/dH6jWWdRPW3WyDCk/ ,,,,,
口袋办卡,https://shimo.im/docs/D3W6GJY6hxrDddgV/ ,,,,,
信用卡网上免费办卡,https://shimo.im/docs/D3W6GJY6hxrDddgV/,,,,,
信用卡买单吧,https://shimo.im/docs/Cv8rjX8wg9C38Xj3/ ,,,,,
山金期货,https://shanjinqh.com/announcement/info.aspx?itemid=1342,,,,,
陆国际,https://sgh5.lu-global.net/sgp-h5/pdf#/pdf?url=https%3A%2F%2Fcfsgp.lu-globalcdn.net%2Fcfsgp%2Fwcm%2Fagreement%2FprivacyV2.pdf&amp;;;amp;_k=je8fcd,,,,,
百福通,https://sf.jxnxs.com/user_agreement/privacy_policy.html,,,,,
财咨道,https://service.caizidao.com.cn/order/privacy,,,,,
乐记账,https://segmentfault.com/a/1190000039190053,,,,,
股掌柜尊享版,https://sec.gushi.com/privacyPolicy.html,,,,,
股掌柜-金融炒股票资讯app,https://sec.gushi.com/applePriviService.html,,,,,
薪朋友,https://sc-front.smilecard.cn/agreement/privacy.html,,,,,
羊小咩,https://sappbackend.xyqb.com/public/agreements/index.html,,,,,
小雨点闪贷,https://s3.cn-north-1.amazonaws.com.cn/images.xyd.cn/html/privacy_notice.html,,,,,
嘉联支付,https://s.jlpay.com/privacy-policy.html,,,,,
海通国际,https://s.ibestfin.com.cn/protocol/user/user-agreementCN.html,,,,,
任意花,https://ryh-app-h5.renyihua.com.cn/spa/privacyPolicy,,,,,
儒商村镇银行,https://rsebank.jn-bank.com/image/615/cm/privacy_upload/PrivacyPolicy_mb_615.htm,,,,,
萝卜投研-股票研报行情数据,https://robo-storage.datayes.com/apps/protocols/datayesUserPrivacyProtocol.html,,,,,
萝卜股票,https://robo-storage.datayes.com/apps/protocols/datayesUserPrivacyProtocol.html,,,,,
苏宁金融,https://respay.suning.com/epps-pps/person/agreement/privacyProtocol.html,,,,,
消邦,https://resource.51xf.cn/H5/privacy_online.html,,,,,
2杭银金融,https://resource.51xf.cn/H5/privacy_offline.html,,,,,
掌上生活,https://res.cc.cmbimg.com/fsp/File/ClientFacePublic/1319/private.html,,,,,
口碑掌柜,https://render.alipay.com/p/c/k6h80vxi,,,,,
支付宝,https://render.alipay.com/p/c/k2cx0tg8,,,,,
蚂蚁财富,https://render.alipay.com/p/c/17fu1jxtj9a8,,,,,
够牛黄金,https://record.goldbangs.com/gn/agreement/pricy.html,,,,,
吉祥借款,https://qydh.sishilei.com/appCfg/jxprivacy.html,,,,,
圈子账本-简单记账,https://quanzi.qufaya.com/pages/privacy.html,,,,,
东方财富期货,https://qs.dfcfw.com/1329,,,,,
三秒记账,https://qixinginc.oss-cn-hangzhou.aliyuncs.com/privacy/privacy_policy_jizhang.htm,,,,,
且慢,https://qieman.com/help/privacy,,,,,
通联钱包,https://qianbao.allinpay.com/ets/out/TLwallet/20180913/xieyi.html,,,,,
腾讯理财通,https://qian.tenpay.com/appfund/v1/about/privacy.shtml,,,,,
期货先锋,https://qhxf.xfqh.cn/futures/app/ysxy.html,,,,,
期货先锋,https://qhxf.xfqh.cn/futures/app/ysxy.html,,,,,
集金期货通,https://qht.18qh.com/futures/m/qht_android_agreement.html,,,,,
集金智投,https://qht.18qh.com/futures/m/jjzt_android_agreement.html,,,,,
绵阳市商业银行,https://pweb.mycc-bank.com/pweb/mobile/PrivacyPolicy.html,,,,,
浦汇宝,https://puhuibao.cardinfo.com.cn/h5/protocol/register,,,,,
恒大财富,https://promotion.hdfax.com/v2/m/privacyPolicy/index.html,,,,,
陆基金,https://promo.lu.com/lupromo/activity/v2/H5/LP_20200213_LUPRO,,,,,
陆金所,https://promo.lu.com/lupromo/activity/v2/H5/LP_20190719_HWP,,,,,
高能智投,https://prod-web.cloudgn.com/#/information/privacy-policy,,,,,
赢大师,https://privi.gushi.com/yingdashi/privacyPolicy.html?dt_from=web,,,,,
新POS管家,https://posguanjia.esicash.com/static/agreement/agent/privacy.htm,,,,,
盛迪嘉支付,https://pos.jiajiepay.com/person/#/register,,,,,
OK支付,https://portal.okecp.com/mca/h5/html/afb_privacy_protocol.html,,,,,
花生口袋卡&mdash;最高可贷20万,https://pocket.fqfin.cn/pocket/agreement/getAgreementContract.do?type=A0002,,,,,
辽宁振兴银行,https://pmobile.newupbank.com/iap/useruploads/iap/PrivacyPolicy/Protocol.html,,,,,
郑州银行,https://pmbk.zzbank.cn/vueh5/h5protocol/zz_share/zzbankPrivacyPolicy.html,,,,,
南商普惠宝,https://phb.cpcn.com.cn/H5/static/html/ysxy.html,,,,,
青银村镇银行,https://perbank.nxqybank.com/perbank/popSecret.html,,,,,
企鹅掘金,https://penguin.h5.zjweishi.com/zjweishi/privacy.html,,,,,
优优私募,https://peh5.uufund.com/html/passport/privacy-protection.html,,,,,
直销银行-自贡银行,https://pdsb-fbtoamc.pingan.com.cn/btoa/portal/common/cmsFileDownLoad?id=B3D059A94D855FC5E053C2802F0A1451,,,,,
平顶山银行直销银行,https://pdsb-fbomc.pingan.com.cn/btoa/portal/common/cmsFileDownLoad?id=7F678F982F7C85AFE053B1802F0AE979,,,,,
邮储银行,https://pbank.psbc.com/perbank/html/system/privacyShow.html,,,,,
e钱庄,https://pbank.bankofchangsha.com/directBank/mns0/util/NB_02/doSearchPdfImage.do,,,,,
企业e钱庄,https://pbank.bankofchangsha.com/directBank/mns0/util/NB_02/doSearchPdfImage.do,,,,,
信汇通,https://payapi.yishipay.com/static/privacyAgreement.html,,,,,
泰惠收,https://pay.zjtlcb.com/ths_static/agreement.html,,,,,
九银店老板,https://pay.jjccb.com/JyPay/JJCCBMchtSrv/JJCCBAPPYSXY.html,,,,,
易收盈,https://pay.hzbank.com.cn/MerMobileWeb/#/mine/Policy,,,,,
鼎刷,https://pay.dingshuapay.com/msoft/static/notices/User_privacy_policy.html,,,,,
昆明宜良融丰村镇银行,https://pay.chinasoftbank.com:9351/clientapp/html/privacy_ylrfyh.html,,,,,
平安好贷,https://pahd-app.pingan.com.cn/pahd-static/staticfile/privacy/privacy.html,,,,,
开盘啦,https://page.kaipanla.com/w23/others/agreementPurchase5.html,,,,,
熊猫速汇,https://p.pandaremit.com/h5activity/agreement?type=2,,,,,
51借款管家,https://p.jianbing.com/ssr-view/agreement/privacy,,,,,
同花顺-股票炒股,https://ozone.10jqka.com.cn/tg_templates/doubleone/2018/privacyPolicy/index.html,,,,,
同花顺模拟炒股,https://ozone.10jqka.com.cn/tg_templates/doubleone/2018/privacyPolicy/index.html,,,,,
i问财-同花顺,https://ozone.10jqka.com.cn/tg_templates/doubleone/2018/privacyPolicy/index.html,,,,,
氧气贷,https://oxygen.zhanyen.com/h5/privacy.html,,,,,
弘量智投AQUMON,https://oss-static.aqumon.com/pdf/pdfjs/web/viewer.html?file=/pdf/hongliang-aqumon-personal-info-protection-policy.pdf,,,,,
奕丰,https://ossmobile.ifastps.com.cn/pdf/%E9%9A%90%E7%A7%81%E6%94%BF%E7%AD%96.pdf,,,,,
辨险识财,https://oss.tanleizhen.com/static/xieyi/scysxy.html,,,,,
即刻记账,https://oss.jikejizhang.com/agreement/PrivacyAgreement.html,,,,,
重庆农商行,https://oss.cqrcb.com/public/protocol/protocolPrivacyDoc_001.pdf,,,,,
长城易,https://openapi.cgws.com/version/mobile/cczqappyscn.html,,,,,
E融汇,https://openapi.boc.cn/erh/agreement/erhPrivacyPolicy.html,,,,,
邯郸银行,https://onlinebank1.hdyhtest.cn/perbank/privacyPolicy.html,,,,,
自贡银行,https://online.zgbank.com.cn/pweb/OnlineRegisterSafeNotice.do,,,,,
新大陆金融,https://onc.newlandfinance.com/AppAgreement/memberPrivacyAgreement.html,,,,,
招商仁和人寿,https://ols.cmrh.com/ols/html/services/index.html#/mine/aboutPermission,,,,,
指尖阳光,https://o2oprd-tphcred.sinosig.com/h5/#/privacyPolicy,,,,,
平安信托,https://nts-app.pingan.com/trust-pa/my/#/PrivacyPolicyAgree,,,,,
一贯,https://np2b.yiguanjinrong.com/treatyFile/YS0001.htm,,,,,
市盈率,https://niu.sylstock.com/lcs/wap/index.html#/PrivacyPolicy,,,,,
新闪付,https://newsf.esicash.com/newsf/xsfxieyi.html,,,,,
投顾说,https://news.fcsc.com/MyserviceManager/#/yszc,,,,,
终极理财师,https://news.fcsc.com/MyserviceManager/#/yszc,,,,,
一创智富通,https://news.fcsc.com/MyserviceManager/#/yszc,,,,,
eBOND,https://news.fcsc.com/MyserviceManager/#/yszc,,,,,
智慧苏州,https://newapp.szsmk.com/app-front-end/#/common/secretAgreement,,,,,
滨海掌上银行,https://netbank.tjbhb.com/privacy/,,,,,
滨银企业银行,https://netbank.tjbhb.com/privacy/,,,,,
海南农信企业银行,https://netbank.hainanbank.com.cn/mobile/privacy.html,,,,,
海南农信,https://netbank.hainanbank.com.cn/mobile/privacy.html,,,,,
新橙优品,https://n-channel.longloan.cn/#/xinchen/privacy,,,,,
10好买基金,https://mzt.howbuy.com/subject/zjh5/agreement201601/hmjjyszczy.html,,,,,
储蓄罐,https://mzt.howbuy.com/subject/zjh5/agreement201601/hmjjyszczy.html,,,,,
华创证券,https://m-znxg.hczq.com/hcths/privacy-protocol.html,,,,,
招联好期贷,https://m-zl.mucfc.com/mobile/#/contract-view?channelCode=2APP&merchantCode=10000&productCode=ALL&contractType=PRIVACY,,,,,
招联金融,https://m-zl.mucfc.com/mobile/#/contract-view?channelCode=0APP&merchantCode=10000&productCode=ALL&contractType=PRIVACY,,,,,
好链,https://my.orangebank.com.cn/orgLogin/hd/act/SasCloudGyl/haolian_yszc.html,,,,,
捷信金融商家,https://my.homecredit.cn/CustomerService/user_privacy_agreement.html,,,,,
e合众,https://mwp.unionlife.com.cn/promotion/yszc002.html,,,,,
招钱进宝,https://mtrade.fortunebill.com/privacy/zqjbPrivacy.html,,,,,
钱宝5号助手,https://mtrade.fortunebill.com/privacy/xtraditionpos.html,,,,,
钱宝5号管家,https://mtrade.fortunebill.com/privacy/xagent.html,,,,,
钱创客,https://mtrade.fortunebill.com/privacy/qianchuangke.html,,,,,
商钱付,https://mtrade.fortunebill.com/privacy/payshanghuPrivacy.html,,,,,
招财进宝,https://mtrade.fortunebill.com/html/declaration,,,,,
钱宝科技,https://mtrade.fortunebill.com/html/declaration,,,,,
榕树贷款,https://mrongshu.shurongdai.cn/rongshu/src/p/contractRegister/index.html,,,,,
盛迪嘉钱包,https://mpos.jiajiepay.com/mobileserver/noticeHandle/toConcealHtml,,,,,
唐山银行,https://mpb.bankts.cn/app/AutiFroud/AutiFroud.html,,,,,
随行付Plus,https://mpaw.suixingpay.com/static/html/PrivacyPolicyRegister.html,,,,,
北京银行,https://mp.weixin.qq.com/s/OmJjtpxIka0lYR7ah_hjMQ,,,,,
百事AA记账,https://mp.weixin.qq.com/s/IikzdL2x6wVa8-KcxgxwuA,,,,,
云闪付商户通,https://mopen.unionpay.com/client/agreement/privacy/index.html,,,,,
电e金服,https://mobres.95598pay.com/mobresource/webhtml5/specialpage/thematic/privacyagreement.html,,,,,
电e宝,https://mobres.95598pay.com/mobresource/webhtml5/protocol/protocol.html?protocolId=503ac07aeb3447f8b710e4c6436cdd86,,,,,
京管+,https://mobile-manager.bankofbeijing.com.cn:443/static/wdss/pages/agreement.html,,,,,
东吴村镇银行,https://mobilebank.suzhoubank.com/mbank/pages/czyh_privacy.html,,,,,
金喜鹊银行,https://mobilebank.bankyellowriver.com:8001/hhyszcpri/,,,,,
黄河e收银,https://mobilebank.bankyellowriver.com:8001/hhyszcpri/,,,,,
黄河e贷,https://mobilebank.bankyellowriver.com:8001/hhyszcpri/,,,,,
黄河银行,https://mobilebank.bankyellowriver.com:8001/hhyszcpri/,,,,,
华通银行,https://mobileapp.onebank.com.cn//agreement/32745881788d0a5f177448c95e7e815c.html,,,,,
格上,https://mobile.licai.com/licai/post/yinsi,,,,,
成都银行,https://mobile.ibank.bocd.com.cn/ares-web-pmobile/page/index.html#page/01/0109/P0109.html,,,,,
5华安基金,https://mobile.huaan.com.cn/actapp/ha-fund/informationGuidelines.html,,,,,
中原消费金融,https://mobile.hnzycfc.com/agreement/user_privacy_policy.html,,,,,
柚卡,https://mobile.hnzycfc.com/agreement/tqh_user_privacy_policy.html,,,,,
成长银行,https://mobile.gwbank.com.cn/ebank/bankprivacy.html,,,,,
长城华西银行,https://mobile.gwbank.com.cn/ebank/bankprivacy.html,,,,,
翼龙贷财富,https://mobile.eloancn.com/static/mobileSite/html/new_argument.html,,,,,
新郑郑银村镇银行,https://mobile.dhcccloud.com.cn:9081/static/group1/M00/65/E9/ooYBAGAS2P-AACuvAAGwp4jwOjg41.html  ,,,,,
长春经开融丰村镇银行,https://mobile.dhcccloud.com.cn:9081/static/group1/M00/20/31/ooYBAF9kS92AXMnAAACPavqTe8Q54.html,,,,,
新密郑银村镇银行,https://mobile.dhcccloud.com.cn:9081/static/group1/M00/1B/7C/ooYBAF8iikqAM7paAACDKJXzUMw86.html,,,,,
新泰齐丰村镇银行,https://mobile.dhcccloud.com.cn:9081/static/group1/M00/14/95/oYYBAF6yb7-AdWzxAACpipBaD-w28.html,,,,,
阳光村镇银行,https://mobile.dhcccloud.com.cn:9081/static/group1/M00/14/27/ooYBAF6P6wOALEdwAAGTHkF51e821.html,,,,,
中国建设银行,https://mobile.ccb.com/mbsmt/html/CCBPrivacyAgreement.htm,,,,,
爽爽bank,https://mobile.bankgy.com:6063/mbank/page/clientPage/yinSiZhengCe.html,,,,,
爱股票,https://mobile.aigupiao.com/Agreement/privacyPolicy?is_zx=1,,,,,
龙江银行,https://mob.lj-bank.com:10443/flame/APPStore/tx/privancy/privacy.html,,,,,
